Country;name;Regions;alpha-3;continent;WACC_agg
Uganda;AF-UGA;AF-Central;UGA;AF;0.11525398520253005
South Africa;AF-ZAF;AF-South;ZAF;AF;0.07906009551618719
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.11525398520253005
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.15908636333034828
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.16055599491938527
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.06060019334744834
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.10304814214617525
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.08238447939648669
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.16102303885657923
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.15899918179540543
China;AS-CHN;AS-CHN;CHN;AS;0.06080622361901505
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.08397523363438922
India;AS-IND;AS-IND;IND;AS;0.0829095578763768
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.15899918179540543
Iraq;AS-IRQ;AS-West;IRQ;AS;0.16211280804336511
Israel;AS-ISR;AS-West;ISR;AS;0.062394887500384924
Jordan;AS-JOR;AS-West;JOR;AS;0.11735919736533267
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.061836891220957396
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.07992197281848706
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.163669621167345
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.13175812988335023
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.060695025279721274
Kuwait;AS-KWT;AS-West;KWT;AS;0.06014379731789242
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.16055599491938527
Lebanon;AS-LBN;AS-West;LBN;AS;0.13249053494070673
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.11525398520253005
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.15993326966979335
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.13053745478775608
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.06944433738822285
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.15899918179540543
Oman;AS-OMN;AS-Arabia;OMN;AS;0.06305719762433451
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.15775373129622153
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.07930634617398714
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.060524127342522355
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.07992197281848706
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.061203360545064256
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.05274177834477383
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.15899918179540543
Thailand;AS-THA;AS-SouthEast;THA;AS;0.0756022930630818
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.16117872016897722
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.1642923464169369
Türkiye;AS-TUR;AS-West;TUR;AS;0.08357560522513456
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.061203360545064256
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.16211280804336511
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.11735919736533267
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.16055599491938527
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.11841180344673398
Armenia;EU-ARM;AS-West;ARM;EU;0.09608099961235118
Austria;EU-AUT;EU-Central;AUT;EU;0.05238622372373363
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.08424165257389232
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.06080622361901505
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.08115322610748688
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.14893455062094174
Belarus;EU-BLR;EU-East;BLR;EU;0.14476831829158077
Switzerland;EU-CHE;EU-Central;CHE;EU;0.05258711208462134
Czechia;EU-CZE;EU-East;CZE;EU;0.0625604650313723
Germany;EU-DEU;EU-DEU;DEU;EU;0.051975558136432204
Denmark;EU-DNK;EU-North;DNK;EU;0.05244548282724033
Spain;EU-ESP;EU-Iberia;ESP;EU;0.07930634617398714
Estonia;EU-EST;EU-East;EST;EU;0.06264325379686601
Finland;EU-FIN;EU-East;FIN;EU;0.05256400103425373
France;EU-FRA;EU-FRA;FRA;EU;0.05789970607979714
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.05796005091825011
Georgia;EU-GEO;AS-West;GEO;EU;0.10530150206774462
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.15993326966979335
Croatia;EU-HRV;EU-Central;HRV;EU;0.08884791955050382
Hungary;EU-HUN;EU-Central;HUN;EU;0.09013756204593194
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.07645010197344487
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.08410844310414076
Italy;EU-ITA;EU-Central;ITA;EU;0.0789603639997782
Lithuania;EU-LTU;EU-East;LTU;EU;0.07616749900332385
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.05227126106293064
Latvia;EU-LVA;EU-East;LVA;EU;0.0756022930630818
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.14837905297702694
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.10620284603637237
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.05222029823391487
Norway;EU-NOR;EU-North;NOR;EU;0.05244548282724033
Poland;EU-POL;EU-East;POL;EU;0.06489092451048813
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.08691345580736166
Romania;EU-ROU;EU-East;ROU;EU;0.08477449045289852
Serbia;EU-SRB;EU-East;SRB;EU;0.11841180344673398
Slovakia;EU-SVK;EU-Central;SVK;EU;0.06471526283864917
Slovenia;EU-SVN;EU-Central;SVN;EU;0.08827474510809134
Sweden;EU-SWE;EU-North;SWE;EU;0.052528445572149716
Ukraine;EU-UKR;EU-East;UKR;EU;0.19734412047821395
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.0522001501387226
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.08712839622326635
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.17672764376060424
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.11588554885137084
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.08784486427628196
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.14337957418179373
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.19259935489550523
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.19457634055496717
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.06884676338674496
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.14337957418179373
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.07930634617398714
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.10259747016186138
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.07447188118259769
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.05223037228151101
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.05197140999918673
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.052089928206200134
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.15588555554744574
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.10349881413048913
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.07819821821388732
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.06064736884859537
Colombia;SA-COL;SA-NorthWest;COL;SA;0.07807509288498733
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.14476831829158077
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.15899918179540543
Peru;SA-PER;SA-ChilePeru;PER;SA;0.06889656122020145
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.09736180370853044
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.10151585739950808
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.07930634617398714
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.15619691817224168
