ISO3 code;Year;Technology;Electricity Installed Capacity (MW);capacity_added;rel_capacity_added;area_potential;log_expol;growth_rate;log_expol_cap_add;log_expol_decom;tech_potential
HRV;2010;Onshore wind energy;79.0;9.0;0.11392405063291139;38069.58013613791;;;;;35595.05742728895
HRV;2011;Onshore wind energy;130.0;51.0;0.3923076923076923;38069.58013613791;;;;;35785.40532796964
HRV;2012;Onshore wind energy;180.0;50.0;0.2777777777777778;38069.58013613791;;;;;35975.75322865033
HRV;2013;Onshore wind energy;254.0;74.0;0.29133858267716534;38069.58013613791;;;;;36166.101129331015
HRV;2014;Onshore wind energy;339.0;85.0;0.25073746312684364;38069.58013613791;;;;;36356.4490300117
HRV;2015;Onshore wind energy;418.0;79.0;0.18899521531100477;38069.58013613791;;;;;36546.7969306924
HRV;2016;Onshore wind energy;483.0;65.0;0.13457556935817805;38069.58013613791;;;;;36737.14483137309
HRV;2017;Onshore wind energy;576.1;93.10000000000002;0.1616038882138518;38069.58013613791;;;;;36927.492732053775
HRV;2018;Onshore wind energy;586.3;10.199999999999932;0.017397236909431915;38069.58013613791;;;;;37117.840632734464
HRV;2019;Onshore wind energy;646.3;60.0;0.09283614420547734;38069.58013613791;;;;;37308.18853341515
HRV;2020;Onshore wind energy;801.3;155.0;0.1934356670410583;38069.58013613791;;;;;37498.53643409584
HRV;2021;Onshore wind energy;986.9;185.60000000000002;0.18806363360016215;38069.58013613791;;;;;37688.884334776536
HRV;2022;Onshore wind energy;986.9;0.0;0.0;38069.58013613791;;;;;37879.232235457224
HRV;2023;Onshore wind energy;1142.9;156.0000000000001;;38069.58013613791;1223.3235976051053;0.15940934028947273;;1223.3235976051053;38069.58013613791
HRV;2024;Onshore wind energy;;;;38069.58013613791;1434.148222489064;0.15940934028947273;210.82462488395868;1434.148222489064;38259.9280368186
HRV;2025;Onshore wind energy;;;;38069.58013613791;1679.943122252581;0.15940934028947273;245.79489976351692;;38450.27593749929
HRV;2026;Onshore wind energy;;;;38069.58013613791;1966.0063620331603;0.15940934028947273;286.06323978057935;;38640.623838179985
HRV;2027;Onshore wind energy;;;;38069.58013613791;2298.255702137541;0.15940934028947273;332.24934010438074;;38830.97173886067
HRV;2028;Onshore wind energy;;;;38069.58013613791;2683.2338079865353;0.15940934028947273;384.97810584899435;;39021.31963954136
HRV;2029;Onshore wind energy;;;;38069.58013613791;3128.084735007528;0.15940934028947273;444.85092702099246;;39211.66754022205
HRV;2030;Onshore wind energy;;;;38069.58013613791;3640.490751811859;0.15940934028947273;512.4060168043311;;39402.01544090274
HRV;2031;Onshore wind energy;;;;38069.58013613791;4228.556925934482;0.15940934028947273;588.0661741226231;;39592.36334158343
HRV;2032;Onshore wind energy;;;;38069.58013613791;4900.629984240269;0.15940934028947273;672.0730583057866;;39782.71124226412
HRV;2033;Onshore wind energy;;;;38069.58013613791;5665.038417574899;0.15940934028947273;764.40843333463;;39973.05914294481
HRV;2034;Onshore wind energy;;;;38069.58013613791;6529.743437877235;0.15940934028947273;864.7050203023364;;40163.4070436255
HRV;2035;Onshore wind energy;;;;38069.58013613791;7501.896105493043;0.15940934028947273;972.1526676158082;;40353.75494430619
HRV;2036;Onshore wind energy;;;;38069.58013613791;8587.305493960577;0.15940934028947273;1085.409388467534;;40544.102844986875
HRV;2037;Onshore wind energy;;;;38069.58013613791;9789.836468835048;0.15940934028947273;1202.5309748744712;;40734.450745667564
HRV;2038;Onshore wind energy;;;;38069.58013613791;11110.772959560642;0.15940934028947273;1320.936490725593;;40924.79864634826
HRV;2039;Onshore wind energy;;;;38069.58013613791;12548.20159976976;0.15940934028947273;1437.4286402091184;;41115.14654702895
HRV;2040;Onshore wind energy;;;;38069.58013613791;14096.48781336654;0.15940934028947273;1548.2862135967807;;41305.494447709636
HRV;2041;Onshore wind energy;;;;38069.58013613791;15745.926960685665;0.15940934028947273;1649.4391473191245;;41495.842348390324
HRV;2042;Onshore wind energy;;;;38069.58013613791;17482.651691506642;0.15940934028947273;1736.7247308209771;;41686.19024907101
HRV;2043;Onshore wind energy;;;;38069.58013613791;19288.859023882338;0.15940934028947273;1806.2073323756958;;41876.5381497517
HRV;2044;Onshore wind energy;;;;38069.58013613791;21143.385930866993;0.15940934028947273;1854.5269069846545;20932.561305983036;42066.8860504324
